Name,Category ID,Category Name,Latitude,Longitude,Distance,Popularity,Price,Rating,Distance_mean,Distance_min,Distance_max,Bike Spots Near,Popularity_mean,Popularity_min,Popularity_max
Ravintola Story,13065,Restaurant,60.166226,24.95278,838,0.994827363248416,Not Listed,8.4,599.75,108,999,20,0.9948273632484159,0.994827363248416,0.994827363248416
The Wintergarden Bar,13013,Hotel Bar,60.1669,24.940899,657,0.989153627311522,Expensive,8.4,621.3030303030303,188,991,33,0.989153627311522,0.989153627311522,0.989153627311522
Robert's Coffee Jugend,13034,Café,60.168094,24.950734,930,0.9927825552825552,Most Affordable,8.4,591.36,67,996,24,0.9927825552825553,0.9927825552825552,0.9927825552825552
Ravintola Kappeli,13034,Café,60.167332,24.950306,846,0.9982623173412648,Affordable,8.2,603.6153846153846,42,995,26,0.9982623173412648,0.9982623173412648,0.9982623173412648
Fazer Café,10000,Arts and Entertainment,60.168645,24.947804,910,0.9979147808095176,Expensive,8.1,609.7931034482758,146,998,28,0.9979147808095176,0.9979147808095176,0.9979147808095176
Bier-Bier,13006,Beer Bar,60.165645,24.944344,535,0.9941080434501488,Not Listed,8.1,640.375,139,971,32,0.9941080434501488,0.9941080434501488,0.9941080434501488
Black Door,13006,Beer Bar,60.164177,24.943535,365,0.995546683046683,Affordable,8.0,625.2857142857143,121,946,28,0.995546683046683,0.995546683046683,0.995546683046683
Lie Mi - Bulevardi,13379,Vietnamese Restaurant,60.163764,24.934444,509,0.9957406569248676,Affordable,8.0,652.8571428571429,244,992,27,0.9957406569248676,0.9957406569248676,0.9957406569248676
The Plaza - Wine & Craft Beer,13025,Wine Bar,60.1691,24.934947,976,0.99819765938187,Affordable,7.9,605.9090909090909,101,976,33,0.9981976593818701,0.99819765938187,0.99819765938187
Pub Peräkammari,13006,Beer Bar,60.167731,24.937404,786,0.9889919824130352,Not Listed,7.9,612.9411764705883,44,929,34,0.9889919824130352,0.9889919824130352,0.9889919824130352
Cafe Compass,13034,Café,60.155124,24.951613,848,0.980198499935342,Most Affordable,7.9,629.0,78,951,7,0.980198499935342,0.980198499935342,0.980198499935342
Ateljee Bar,13013,Hotel Bar,60.167947,24.939173,785,0.9915217250743568,Expensive,7.8,612.9411764705883,144,973,33,0.9915217250743569,0.9915217250743568,0.9915217250743568
SalamaNation,13006,Beer Bar,60.167384,24.935229,797,0.996468058968059,Not Listed,7.8,628.5,83,997,33,0.996468058968059,0.996468058968059,0.996468058968059
Street Pride,13011,Gay Bar,60.16655028686842,24.930920898914337,861,0.9891617095564464,Affordable,7.8,635.5,98,969,30,0.9891617095564464,0.9891617095564464,0.9891617095564464
Boothill,13010,Dive Bar,60.164733,24.933151,633,0.9926694038536144,Affordable,7.8,633.75,144,974,28,0.9926694038536142,0.9926694038536144,0.9926694038536144
Bardot,13027,Bistro,60.168216,24.94765,864,0.9817260442260444,Not Listed,7.7,591.8928571428571,113,988,27,0.9817260442260444,0.9817260442260444,0.9817260442260444
Boon Nam - Restaurant,13072,Asian Restaurant,60.1669,24.940899,657,0.9869067632225528,Affordable,7.7,621.3030303030303,188,991,33,0.9869067632225527,0.9869067632225528,0.9869067632225528
Ravintola Merimakasiini,13338,Seafood Restaurant,60.160806,24.926646,838,0.9822190611664297,Expensive,7.7,695.2380952380952,229,977,21,0.9822190611664297,0.9822190611664297,0.9822190611664297
Ravintola Kannas,13065,Restaurant,60.163728,24.924669,994,0.994528320186215,Affordable,7.6,685.1304347826087,121,994,23,0.994528320186215,0.994528320186215,0.994528320186215
Cafe Aalto,10000,Arts and Entertainment,60.167966,24.943665,780,0.9973409414198888,Most Affordable,7.6,582.9,123,960,30,0.9973409414198888,0.9973409414198888,0.9973409414198888
Friends & Brgrs,13031,Burger Joint,60.169558,24.944774,965,0.990349799560326,Affordable,7.6,883.25,764,965,4,0.990349799560326,0.990349799560326,0.990349799560326
Burger King,13145,Fast Food Restaurant,60.169211,24.946777,953,0.9885312944523472,Most Affordable,7.5,885.5,648,982,4,0.9885312944523472,0.9885312944523472,0.9885312944523472
Leijuva Lahna,13006,Beer Bar,60.166817,24.934565,760,0.988272662614768,Expensive,7.5,642.7941176470588,149,995,33,0.988272662614768,0.988272662614768,0.988272662614768
Halikarnas,13030,Buffet,60.164972,24.926088,974,0.990632678132678,Affordable,7.4,671.08,104,982,25,0.990632678132678,0.990632678132678,0.990632678132678
Bastard Burgers,13031,Burger Joint,60.169272,24.945236,938,0.9963144963144964,Most Affordable,7.4,568.2142857142857,193,942,27,0.9963144963144964,0.9963144963144964,0.9963144963144964
Bryggeri Helsinki,13006,Beer Bar,60.168104,24.951737,961,0.9885151299624984,Expensive,7.4,609.64,78,970,25,0.9885151299624984,0.9885151299624984,0.9885151299624984
The Cock,13003,Bar,60.165521,24.949913,667,0.9903659640501746,Expensive,7.3,614.25,56,982,24,0.9903659640501746,0.9903659640501746,0.9903659640501746
Eerikin Pippuri,13145,Fast Food Restaurant,60.166621,24.933111,788,0.9941969481443166,Affordable,7.3,642.53125,139,993,32,0.9941969481443166,0.9941969481443166,0.9941969481443166
K-Market Lönkan Herkku,13039,Deli,60.164392,24.933567,590,0.9939706452864348,Not Listed,7.3,627.0384615384615,188,930,25,0.9939706452864348,0.9939706452864348,0.9939706452864348
Café Ekberg,13034,Café,60.164759,24.937748,474,0.99589421957843,Expensive,7.2,648.2857142857143,95,963,28,0.99589421957843,0.99589421957843,0.99589421957843
Version,13068,American Restaurant,60.164962,24.951044,674,0.9898082891503944,Affordable,7.1,560.0666666666667,85,909,15,0.9898082891503944,0.9898082891503944,0.9898082891503944
The Riff,13003,Bar,60.164177,24.943535,350,0.9904144575197208,Affordable,7.1,619.3333333333334,109,958,18,0.9904144575197207,0.9904144575197208,0.9904144575197208
Café Carusel,13034,Café,60.153769,24.942543,804,0.996977240398293,Affordable,7.1,713.625,465,957,8,0.996977240398293,0.996977240398293,0.996977240398293
Ravintola Bröd,13336,Scandinavian Restaurant,60.163889,24.936436,437,0.9840133195396352,Affordable,7.0,698.5,343,956,18,0.9840133195396352,0.9840133195396352,0.9840133195396352
Kaffa Roastery,13034,Café,60.158463,24.934133,499,0.992038988749515,Affordable,9.0,649.75,112,939,16,0.992038988749515,0.992038988749515,0.992038988749515
Gran Delicato,13034,Café,60.165208,24.932348,364,0.9918692616061036,Affordable,9.0,628.3928571428571,75,965,27,0.9918692616061036,0.9918692616061036,0.9918692616061036
Levant,13309,Middle Eastern Restaurant,60.164244,24.93623,426,0.992386525281262,Affordable,9.0,691.0,262,994,15,0.992386525281262,0.992386525281262,0.992386525281262
Kaffecentralen,13034,Café,60.167698,24.932702,633,0.9952557222294064,Affordable,8.9,621.40625,161,975,31,0.9952557222294064,0.9952557222294064,0.9952557222294064
Birgitta Hernesaari,13034,Café,60.153736,24.931977,948,0.9942050303892408,Affordable,8.8,742.8888888888889,45,972,9,0.9942050303892409,0.9942050303892408,0.9942050303892408
Thai Vegan Kitchen,13377,Vegan and Vegetarian Restaurant,60.166772,24.929654,508,0.9922814560972456,Affordable,8.7,647.1,153,987,29,0.9922814560972456,0.9922814560972456,0.9922814560972456
One Pint Pub,13006,Beer Bar,60.162716,24.920258,525,0.9980440967283072,Affordable,8.7,650.8235294117648,154,977,17,0.9980440967283071,0.9980440967283072,0.9980440967283072
St. George Bakery,13002,Bakery,60.167066,24.941035,827,0.990075003232898,Most Affordable,8.7,606.78125,181,971,31,0.990075003232898,0.990075003232898,0.990075003232898
Pueblo Bar y Taqueria,13303,Mexican Restaurant,60.165336,24.92937,348,0.98208974524764,Affordable,8.6,714.7,348,990,10,0.98208974524764,0.98208974524764,0.98208974524764
Olutravintola Pikkulintu,13006,Beer Bar,60.165956,24.936742,570,0.9952314754946334,Not Listed,8.5,659.0,149,972,34,0.9952314754946335,0.9952314754946334,0.9952314754946334
Gaijin,13263,Japanese Restaurant,60.165979,24.942132,805,0.9872947109789216,Expensive,8.4,830.25,540,959,12,0.9872947109789217,0.9872947109789216,0.9872947109789216
The Wintergarden Bar,13013,Hotel Bar,60.1669,24.940899,809,0.989153627311522,Expensive,8.4,621.3030303030303,188,991,33,0.989153627311522,0.989153627311522,0.989153627311522
Bier-Bier,13006,Beer Bar,60.165645,24.944344,895,0.9941080434501488,Not Listed,8.1,640.375,139,971,32,0.9941080434501488,0.9941080434501488,0.9941080434501488
Black Door,13006,Beer Bar,60.164177,24.943535,795,0.995546683046683,Affordable,8.0,625.2857142857143,121,946,28,0.995546683046683,0.995546683046683,0.995546683046683
Lie Mi - Bulevardi,13379,Vietnamese Restaurant,60.163764,24.934444,314,0.9957406569248676,Affordable,8.0,652.8571428571429,244,992,27,0.9957406569248676,0.9957406569248676,0.9957406569248676
Ruoholahden kanava,13065,Restaurant,60.161499,24.916774,718,0.9954820250872882,Not Listed,8.0,635.1333333333333,246,970,15,0.9954820250872882,0.9954820250872882,0.9954820250872882
Forza,13064,Pizzeria,60.158477,24.933881,473,0.9847892150523728,Most Affordable,8.0,612.0,143,981,11,0.9847892150523729,0.9847892150523728,0.9847892150523728
Putte's Bar & Pizza,13003,Bar,60.167468,24.939078,782,0.9910691193585932,Affordable,8.0,898.0,782,984,5,0.9910691193585933,0.9910691193585932,0.9910691193585932
Pub Ludvig,13018,Pub,60.165988,24.94562,975,0.9925158412000518,Most Affordable,7.9,851.25,755,975,4,0.9925158412000518,0.9925158412000518,0.9925158412000518
The Plaza - Wine & Craft Beer,13025,Wine Bar,60.1691,24.934947,819,0.99819765938187,Affordable,7.9,605.9090909090909,101,976,33,0.9981976593818701,0.99819765938187,0.99819765938187
Pub Peräkammari,13006,Beer Bar,60.167731,24.937404,747,0.9889919824130352,Not Listed,7.9,612.9411764705883,44,929,34,0.9889919824130352,0.9889919824130352,0.9889919824130352
Ateljee Bar,13013,Hotel Bar,60.167947,24.939173,825,0.9915217250743568,Expensive,7.8,612.9411764705883,144,973,33,0.9915217250743569,0.9915217250743568,0.9915217250743568
SalamaNation,13006,Beer Bar,60.167384,24.935229,652,0.996468058968059,Not Listed,7.8,628.5,83,997,33,0.996468058968059,0.996468058968059,0.996468058968059
Street Pride,13011,Gay Bar,60.16655028686842,24.930920898914337,488,0.9891617095564464,Affordable,7.8,635.5,98,969,30,0.9891617095564464,0.9891617095564464,0.9891617095564464
Boothill,13010,Dive Bar,60.164733,24.933151,340,0.9926694038536144,Affordable,7.8,633.75,144,974,28,0.9926694038536142,0.9926694038536144,0.9926694038536144
Boon Nam - Restaurant,13072,Asian Restaurant,60.1669,24.940899,809,0.9869067632225528,Affordable,7.7,621.3030303030303,188,991,33,0.9869067632225527,0.9869067632225528,0.9869067632225528
Ravintola Merimakasiini,13338,Seafood Restaurant,60.160806,24.926646,229,0.9822190611664297,Expensive,7.7,695.2380952380952,229,977,21,0.9822190611664297,0.9822190611664297,0.9822190611664297
Ravintola Lasipalatsi,13032,"Cafe, Coffee, and Tea House",60.170032,24.936409,946,0.9894688348635716,Not Listed,7.7,590.375,80,985,32,0.9894688348635716,0.9894688348635716,0.9894688348635716
Ravintola Kannas,13065,Restaurant,60.163728,24.924669,325,0.994528320186215,Affordable,7.6,685.1304347826087,121,994,23,0.994528320186215,0.994528320186215,0.994528320186215
Naughty Brgr,13031,Burger Joint,60.165784,24.936501,547,0.991392409155567,Affordable,7.6,797.5714285714286,547,962,7,0.9913924091555669,0.991392409155567,0.991392409155567
Farang,13072,Asian Restaurant,60.170905,24.93275,981,0.9812491917755076,Affordable,7.6,799.0,621,981,6,0.9812491917755076,0.9812491917755076,0.9812491917755076
Leijuva Lahna,13006,Beer Bar,60.166817,24.934565,579,0.988272662614768,Expensive,7.5,642.7941176470588,149,995,33,0.988272662614768,0.988272662614768,0.988272662614768
Ravintola Mount Everest-Kamppi,13194,Himalayan Restaurant,60.167119,24.927652,558,0.9830434501487132,Most Affordable,7.4,630.1111111111111,303,857,9,0.9830434501487131,0.9830434501487132,0.9830434501487132
Halikarnas,13030,Buffet,60.164972,24.926088,367,0.990632678132678,Affordable,7.4,671.08,104,982,25,0.990632678132678,0.990632678132678,0.990632678132678
WineCellars,13025,Wine Bar,60.167451,24.93797,741,0.967388141730247,Affordable,7.4,855.2,741,927,5,0.967388141730247,0.967388141730247,0.967388141730247
Eerikin Pippuri,13145,Fast Food Restaurant,60.166621,24.933111,526,0.9941969481443166,Affordable,7.3,642.53125,139,993,32,0.9941969481443166,0.9941969481443166,0.9941969481443166
K-Market Lönkan Herkku,13039,Deli,60.164392,24.933567,324,0.9939706452864348,Not Listed,7.3,627.0384615384615,188,930,25,0.9939706452864348,0.9939706452864348,0.9939706452864348
Café Ekberg,13034,Café,60.164759,24.937748,528,0.99589421957843,Expensive,7.2,648.2857142857143,95,963,28,0.99589421957843,0.99589421957843,0.99589421957843
Teerenpeli Helsinki,13006,Beer Bar,60.170215,24.933477,913,0.9956275054959266,Expensive,7.2,652.2727272727273,165,937,22,0.9956275054959266,0.9956275054959266,0.9956275054959266
Konttiravintola Morton,13031,Burger Joint,60.162805,24.922519,402,0.9922976205870944,Most Affordable,7.2,643.5555555555555,143,957,18,0.9922976205870945,0.9922976205870944,0.9922976205870944
Haru,13276,Sushi Restaurant,60.164995,24.935654,452,0.9883615673089358,Affordable,7.1,706.7777777777778,349,911,9,0.9883615673089358,0.9883615673089358,0.9883615673089358
DIF Döner,13288,Kebab Restaurant,60.163256,24.916327,748,0.9932917367127894,Not Listed,7.1,655.0666666666667,104,990,15,0.9932917367127894,0.9932917367127894,0.9932917367127894
The Riff,13003,Bar,60.164177,24.943535,786,0.9904144575197208,Affordable,7.1,619.3333333333334,109,958,18,0.9904144575197207,0.9904144575197208,0.9904144575197208
Ravintola Bröd,13336,Scandinavian Restaurant,60.163889,24.936436,417,0.9840133195396352,Affordable,7.0,698.5,343,956,18,0.9840133195396352,0.9840133195396352,0.9840133195396352
Sky Express,13064,Pizzeria,60.16828,24.935268,733,0.988967735678262,Most Affordable,7.0,715.8947368421053,251,959,19,0.988967735678262,0.988967735678262,0.988967735678262
Haiku,13276,Sushi Restaurant,60.169745,24.936871,927,0.989266778740463,Affordable,6.9,869.3333333333334,799,927,3,0.989266778740463,0.989266778740463,0.989266778740463
The Old Irish Pub,13010,Dive Bar,60.167879,24.940609,872,0.997041898357688,Not Listed,6.8,841.0,620,991,15,0.997041898357688,0.997041898357688,0.997041898357688
Phở Việt - Vietnamese Kitchen,13379,Vietnamese Restaurant,60.167793,24.937554,758,0.988507047717574,Affordable,6.7,801.6666666666666,624,924,12,0.988507047717574,0.988507047717574,0.988507047717574
Itsudemo,13276,Sushi Restaurant,60.17058,24.934274,964,0.988159511185827,Affordable,6.7,668.3846153846154,386,966,13,0.988159511185827,0.988159511185827,0.988159511185827
Apéro,13010,Dive Bar,60.164197,24.929628,545,0.9855246993404888,Affordable,9.4,653.6923076923077,196,956,24,0.9855246993404888,0.9855246993404888,0.9855246993404888
Central Library Oodi (Keskustakirjasto Oodi),12080,Library,60.173705,24.938034,924,0.9997575326522696,Not Listed,9.3,643.7857142857143,168,983,28,0.9997575326522696,0.9997575326522696,0.9997575326522696
Kaffa Roastery,13034,Café,60.158463,24.934133,815,0.992038988749515,Affordable,9.0,649.75,112,939,16,0.992038988749515,0.992038988749515,0.992038988749515
Gran Delicato,13034,Café,60.165208,24.932348,373,0.9918692616061036,Affordable,9.0,628.3928571428571,75,965,27,0.9918692616061036,0.9918692616061036,0.9918692616061036
Pompier ESPA,13148,French Restaurant,60.166947,24.949194,599,0.9934048881417302,Expensive,9.0,555.9166666666666,100,902,24,0.9934048881417302,0.9934048881417302,0.9934048881417302
Kaffecentralen,13034,Café,60.167698,24.932702,442,0.9952557222294064,Affordable,8.9,621.40625,161,975,31,0.9952557222294064,0.9952557222294064,0.9952557222294064
La Torrefazione,13034,Café,60.168764,24.943823,465,0.9890808871072028,Affordable,8.8,582.1666666666666,208,986,30,0.9890808871072028,0.9890808871072028,0.9890808871072028
Thai Vegan Kitchen,13377,Vegan and Vegetarian Restaurant,60.166772,24.929654,547,0.9922814560972456,Affordable,8.7,647.1,153,987,29,0.9922814560972456,0.9922814560972456,0.9922814560972456
St. George Bakery,13002,Bakery,60.167066,24.941035,223,0.990075003232898,Most Affordable,8.7,606.78125,181,971,31,0.990075003232898,0.990075003232898,0.990075003232898
Juova Hanahuone,13006,Beer Bar,60.171119,24.947052,781,0.998868485710591,Not Listed,8.6,607.0,130,955,26,0.998868485710591,0.998868485710591,0.998868485710591
Salutorget,13336,Scandinavian Restaurant,60.168006,24.951856,766,0.9924915944652788,Expensive,8.6,612.36,73,979,25,0.9924915944652788,0.9924915944652788,0.9924915944652788
Olutravintola Pikkulintu,13006,Beer Bar,60.165956,24.936742,149,0.9952314754946334,Not Listed,8.5,659.0,149,972,34,0.9952314754946335,0.9952314754946334,0.9952314754946334
Pizzeria Via Tribunali,13064,Pizzeria,60.168472,24.951741,782,0.9889030777188672,Affordable,8.5,610.72,74,995,24,0.9889030777188672,0.9889030777188672,0.9889030777188672
Ravintola Story,13065,Restaurant,60.166226,24.95278,762,0.994827363248416,Not Listed,8.4,599.75,108,999,20,0.9948273632484159,0.994827363248416,0.994827363248416
The Wintergarden Bar,13013,Hotel Bar,60.1669,24.940899,203,0.989153627311522,Expensive,8.4,621.3030303030303,188,991,33,0.989153627311522,0.989153627311522,0.989153627311522
Robert's Coffee Jugend,13034,Café,60.168094,24.950734,714,0.9927825552825552,Most Affordable,8.4,591.36,67,996,24,0.9927825552825553,0.9927825552825552,0.9927825552825552
Musiikkitalo,10037,Concert Hall,60.173516,24.934199,952,0.9988523212207424,Not Listed,8.2,590.8076923076923,118,952,26,0.9988523212207424,0.9988523212207424,0.9988523212207424
Ravintola Kappeli,13034,Café,60.167332,24.950306,659,0.9982623173412648,Affordable,8.2,603.6153846153846,42,995,26,0.9982623173412648,0.9982623173412648,0.9982623173412648
Fazer Café,10000,Arts and Entertainment,60.168645,24.947804,605,0.9979147808095176,Expensive,8.1,609.7931034482758,146,998,28,0.9979147808095176,0.9979147808095176,0.9979147808095176
Bier-Bier,13006,Beer Bar,60.165645,24.944344,292,0.9941080434501488,Not Listed,8.1,640.375,139,971,32,0.9941080434501488,0.9941080434501488,0.9941080434501488
Black Door,13006,Beer Bar,60.164177,24.943535,275,0.995546683046683,Affordable,8.0,625.2857142857143,121,946,28,0.995546683046683,0.995546683046683,0.995546683046683
Lie Mi - Bulevardi,13379,Vietnamese Restaurant,60.163764,24.934444,308,0.9957406569248676,Affordable,8.0,652.8571428571429,244,992,27,0.9957406569248676,0.9957406569248676,0.9957406569248676
The Plaza - Wine & Craft Beer,13025,Wine Bar,60.1691,24.934947,480,0.99819765938187,Affordable,7.9,605.9090909090909,101,976,33,0.9981976593818701,0.99819765938187,0.99819765938187
